id,question,cardId,difficulty,source
ex-02114,"For the Autumn and Leaves case, Can you explain expected sales without giving away the final answer?",leftover-sales,intermediate,generated
ex-02115,"For the Autumn and Leaves case, What is the managerial meaning of expected sales?",leftover-sales,intermediate,generated
ex-02116,Why should I not ignore leftover?,leftover-sales,intermediate,generated
ex-02117,"For the Autumn and Leaves case, Why is Expected sales and expected leftover important in this lecture?",leftover-sales,basic,generated
ex-02118,"Before I reveal the optimizer, What should I look for when evaluating leftover?",leftover-sales,basic,generated
ex-02119,"Before I reveal the optimizer, Why is expected sales important in this lecture?",leftover-sales,applied,generated
ex-02120,"For the Autumn and Leaves case, Why should I not ignore salvage?",leftover-sales,basic,generated
ex-02121,"In the current scenario, Can you define leftover in simple English?",leftover-sales,applied,generated
ex-02122,"Before I reveal the optimizer, How can I use the chart for salvage?",leftover-sales,applied,generated
ex-02123,What happens to min if capacity is smaller?,leftover-sales,basic,generated
ex-02124,"In the current scenario, What mistake do students make about leftover?",leftover-sales,basic,generated
ex-02125,"Before I reveal the optimizer, How do I avoid misusing leftover?",leftover-sales,basic,generated
ex-02126,"Before I reveal the optimizer, How is leftover connected to marginal contribution?",leftover-sales,basic,generated
ex-02127,"Before I reveal the optimizer, How should I think about leftover for the parka problem?",leftover-sales,intermediate,generated
ex-02128,Can you give a short hint about leftover?,leftover-sales,applied,generated
ex-02129,"For the Autumn and Leaves case, What is the managerial meaning of min?",leftover-sales,applied,generated
ex-02130,"For the Autumn and Leaves case, What happens to salvage if capacity is smaller?",leftover-sales,basic,generated
ex-02131,I am confused about salvage; explain it slowly.,leftover-sales,basic,generated
ex-02132,"In the current scenario, What is a good way to interpret expected sales?",leftover-sales,applied,generated
ex-02133,What is the formula idea behind salvage?,leftover-sales,basic,generated
ex-02134,"As a student, How do I know if min matters here?",leftover-sales,intermediate,generated
ex-02135,"In the current scenario, What should I look for when evaluating expected sales?",leftover-sales,intermediate,generated
ex-02136,"For the Autumn and Leaves case, Why is salvage important in this lecture?",leftover-sales,applied,generated
ex-02137,What does Expected sales and expected leftover mean?,leftover-sales,intermediate,generated
ex-02138,"For the Autumn and Leaves case, I am confused about expected sales; explain it slowly.",leftover-sales,applied,generated
ex-02139,"For the Autumn and Leaves case, What does the table tell me about salvage?",leftover-sales,basic,generated
ex-02140,"As a student, How should I think about leftover for the parka problem?",leftover-sales,intermediate,generated
ex-02141,"For the Autumn and Leaves case, How is leftover connected to marginal contribution?",leftover-sales,intermediate,generated
ex-02142,"In the current scenario, What is the managerial meaning of expected sales?",leftover-sales,applied,generated
ex-02143,"In the current scenario, Is salvage a probability, a quantity, or a dollar value?",leftover-sales,basic,generated
ex-02144,"As a student, Can you explain leftover without giving away the final answer?",leftover-sales,basic,generated
ex-02145,"In the current scenario, What is the formula idea behind salvage?",leftover-sales,applied,generated
ex-02146,How do I avoid misusing salvage?,leftover-sales,basic,generated
ex-02147,"Before I reveal the optimizer, When would salvage change my recommendation?",leftover-sales,applied,generated
ex-02148,How is salvage connected to capacity?,leftover-sales,intermediate,generated
ex-02149,"As a student, What happens to Expected sales and expected leftover if capacity is larger?",leftover-sales,intermediate,generated
ex-02150,"For the Autumn and Leaves case, How should I think about salvage for the parka problem?",leftover-sales,applied,generated
ex-02151,"For the Autumn and Leaves case, Can you give a short hint about min?",leftover-sales,intermediate,generated
ex-02152,"For the Autumn and Leaves case, How should I think about leftover for the parka problem?",leftover-sales,intermediate,generated
ex-02153,"For the Autumn and Leaves case, What does Expected sales and expected leftover mean?",leftover-sales,basic,generated
ex-02154,"As a student, Why is Expected sales and expected leftover important in this lecture?",leftover-sales,basic,generated
ex-02155,"In the current scenario, What happens to Expected sales and expected leftover if capacity is larger?",leftover-sales,basic,generated
ex-02156,"For the Autumn and Leaves case, Can you explain Expected sales and expected leftover without giving away the final answer?",leftover-sales,applied,generated
ex-02157,"As a student, I am confused about expected sales; explain it slowly.",leftover-sales,intermediate,generated
ex-02158,"As a student, What does the table tell me about salvage?",leftover-sales,basic,generated
ex-02159,"In the current scenario, What is a good way to interpret expected sales?",leftover-sales,applied,generated
ex-02160,What happens to salvage if capacity is smaller?,leftover-sales,basic,generated
ex-02161,"For the Autumn and Leaves case, How would I describe expected sales to a manager?",leftover-sales,intermediate,generated
ex-02162,"As a student, Can you explain leftover without giving away the final answer?",leftover-sales,basic,generated
ex-02163,"Before I reveal the optimizer, How can I use the chart for leftover?",leftover-sales,applied,generated
ex-02164,"For the Autumn and Leaves case, Does min apply to Autumn, Leaves, or both?",leftover-sales,basic,generated
ex-02165,What mistake do students make about min?,leftover-sales,intermediate,generated
ex-02166,Can you define min in simple English?,leftover-sales,basic,generated
ex-02167,Why should I not ignore Expected sales and expected leftover?,leftover-sales,basic,generated
ex-02168,"Before I reveal the optimizer, Does expected sales apply to Autumn, Leaves, or both?",leftover-sales,basic,generated
ex-02169,"For the Autumn and Leaves case, What happens to expected sales if capacity is larger?",leftover-sales,basic,generated
ex-02170,"In the current scenario, Why is min important in this lecture?",leftover-sales,applied,generated
ex-02171,"As a student, How should I think about Expected sales and expected leftover for the parka problem?",leftover-sales,basic,generated
ex-02172,"As a student, Why should I not ignore min?",leftover-sales,applied,generated
ex-02173,"Before I reveal the optimizer, What does leftover mean?",leftover-sales,basic,generated
ex-02174,"Before I reveal the optimizer, Can you compare Autumn and Leaves using expected sales?",leftover-sales,basic,generated
ex-02175,"For the Autumn and Leaves case, What does the table tell me about concavity?",concavity,applied,generated
ex-02176,Can you define marginal contribution in simple English?,concavity,intermediate,generated
ex-02177,"As a student, What happens to concavity if capacity is larger?",concavity,intermediate,generated
ex-02178,"In the current scenario, I am confused about concavity; explain it slowly.",concavity,basic,generated
ex-02179,"In the current scenario, Can you explain marginal contribution without giving away the final answer?",concavity,intermediate,generated
ex-02180,"For the Autumn and Leaves case, What are the units of optimizer?",concavity,applied,generated
ex-02181,"For the Autumn and Leaves case, What happens to concavity if capacity is larger?",concavity,basic,generated
ex-02182,"As a student, Is profit curve a probability, a quantity, or a dollar value?",concavity,basic,generated
ex-02183,How do I know if optimizer matters here?,concavity,basic,generated
ex-02184,"In the current scenario, What is a good way to interpret Why the optimization is well behaved?",concavity,basic,generated
ex-02185,"In the current scenario, How is profit curve connected to capacity?",concavity,intermediate,generated
ex-02186,"For the Autumn and Leaves case, How would I describe concavity to a manager?",concavity,basic,generated
